"STASLIST","LOC","STA","STA2","STATION","NAME","LHOLD","HOLDCERT","NEARTOWN","COUNTY","STATE","REGION","LATITUDE","LONGITUDE","PRECISION","SOURCE","DATUM","DECLAT","DECLNG","NAD83","ELEV","STRATUM","BCR","HABITAT","D89","D90","D91","D92","D93","D94","D95","D96","D97","D98","D99","D00","D01","D02","D03","D04","D05","D06","Y07","D07","Y08","D08","Y09","D09","Y10","D10","Y11","D11","Y12","D12","Y13","D13","Y14","D14","Y15","D15","Y16","D16","Y17","D17","Y18","D18","HISTORY","YRSOP"
"15663 - TASW - TASW - Thousand Acre Swamp","TASW",15663,"15663U","TASW","Thousand Acre Swamp","P","+","Penfield","Monroe","NY","5","43 10 15","-077 28 00","01S","-","-",43.17083,-77.46667,"-",152,16,13,"mixed deciduous forest/swamp/brushy area",,,,,,,,,,,,,,,"X","X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,,,"03-07",5
"15664 - MARV - RACK - North Parcel - Tamarack","MARV",15664,"15630S","RACK","North Parcel - Tamarack","P","+","Kent","Litchfield","CT","5","41 47 13","-073 27 26","01S","Web - Google E.","NAD83",41.78694,-73.45722,"x",366,27,28,"upland transitional hardwoods/pine swamp",,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",,,,,,,,,"04-14",11
"15665 - SUGR - LIRU - Lick Run","SUGR",15665,"15628S","LIRU","Lick Run","AF","+","Sugar Grove","Pendleton","WV","5","38 30 23","-079 16 59","01S","-","-",38.50639,-79.28306,"-",625,13,28,"riparian corridor/coniferous forest",,,,,,,,,,,,,,,,,"X","X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,"05-08",4
"15666 - SUGR - FLRU - Flesh Run","SUGR",15666,"15666U","FLRU","Flesh Run","AF","+","Sugar Grove","Pendleton","WV","5","38 27 18","-079 17 36","01S","-","-",38.455,-79.29333,"-",718,13,28,"virginia pine forest on steep slope",,,,,,,,,,,,,,,,,"X","X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,"05-08",4
"15667 - KSMA - KSMA - Keene State WMA","KSMA",15667,"15667U","KSMA","Keene State WMA","S","+","Keene","Cheshire","NH","5","42 54 51","-072 16 54","01S","-","-",42.91417,-72.28167,"-",148,27,14,"fragmented rip. corr/ag fields/suburbia",,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","X","X","X",,,,,,,,,,,,,,,,,"04-10",7
"15668 - HCBS - HCBS - Holland College","HCBS",15668,"15668S","HCBS","Holland College","FS","+","Orwell","Queens County","PE","5","46 10 11","-062 50 00","01S","-","-",46.16972,-62.83333,"-",200,28,14,"mid-successional mixed woodland",,,,,,,,,,,,,,,"X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,,"03-05",3
"15669 - RUTH - RUTH - Ruthven Park","RUTH",15669,"15669U","RUTH","Ruthven Park","FR","+","Cayuga","Haldimand","ON","5","42 58 30","-079 50 00","10S","-","-",42.975,-79.83333,"-",190,16,13,"mixed wood plain",,,,,,,,,,,,,,,,"X","L","X","X","X",,,,,,,,,,,,,,,,,,,,,,,"04-07",4
"15670 - GIFA - GIFA - Gilsland Farm","GIFA",15670,"15670U","GIFA","Gilsland Farm","P","+","Falmouth","Cumberland","ME","5","43 42 21","-070 14 27","01S","-","-",43.70583,-70.24083,"-",6,12,30,"deciduous forest/mixed shrubland",,,,,,,,,,,"H","X","H","X","X","X","H","H",,,,,,,,,,,,,,,,,,,,,,,,,"99-06",8
"15671 - MCRM - MCRM - Montana Forest Station","MCRM",15671,"15671U","MCRM","Montana Forest Station","P","+","New Village","Warren","NJ","5","40 43 35","-075 05 15","01S","Google Earth","NAD83",40.72639,-75.0875,"x",195,13,28,"mixed woodland with field edges",,,,,,,,,,,,,,,,,"X","X",,,"X","X","X","X","X","X","X","X","X","X",,,,,,,,,,,,,"05-06,08-12",7
"15672 - NUBA - BKBR - Black Branch, Nulhegan B.","NUBA",15672,"15672U","BKBR","Black Branch, Nulhegan B.","IW","+","Bloomfield","Essex","VT","5","44 48 04","-071 42 40","01S","-","-",44.80111,-71.71111,"-",354,28,14,"mixed conifer forest",,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",,,,,,,,,,,,,"04-12",9
"15674 - CAHI - CAHI - California Hill","CAHI",15674,"15674U","CAHI","California Hill","P","+","Eddyville","Cattaraugus","NY","5","42 19 02","-078 45 07","01S","GPS","NAD83",42.31722,-78.75194,"x",503,24,28,"mixed deciduous with meadow/ scrub",,,,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","X","X","X",,,,,,,,,,,,,,,"06-11",6
"15675 - TORO - HUMB - West Humber River Valley","TORO",15675,"15675U","HUMB","West Humber River Valley","P","+","Brampton","Peel","ON","5","43 45 42","-079 41 17","01S","Web - Google E.","NAD83",43.76167,-79.68806,"x",179,18,13,"suburban mixed woodland/meadow w rip.",,,,,,,,,,,,,,,,,,"X","X","X",,,,,,,,,,,,,,,,,,,,,,,"06-07",2
"15676 - POCO - STRM - Stream","POCO",15676,"15622S","STRM","Stream","P","+","Skytop","Pike","PA","5","41 15 06","-075 14 10","01S","web-topozone","NAD83",41.25167,-75.23611,"x",521,24,28,"eastern deciduous forest/riparian zone",,,,,,,,,,,,,,,,,,"X","X","X","X","X",,,"X","X","X","X","X","X",,,,,,,,,,,,,"06-08,10-12",6
"15677 - PSC- - SMWA - Smitty Creek Watershed","PSC-",15677,"15677U","SMWA","Smitty Creek Watershed","S","+","Paul Smiths","Franklin","NY","5","44 25 29","-074 20 57","01S","Web- topo","NAD83",44.42472,-74.34917,"x",488,26,14,"riparian woodland",,,,,,,,,,,,,,,,,,,"X","X","X",,"X",,,,,,,,,,,,,,,,,,,,"07-09",3
"15678 - BVLF - BVLF - Burwell Van-Lennep","BVLF",15678,"15678U","BVLF","Burwell Van-Lennep","P","+","Boyce","Clarke","VA","5","39 02 55","-077 59 46","01S","GPS","NAD83",39.04861,-77.99611,"x",165,13,28,"mixed hardwood woodland",,,,,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","X","X",,,,,,,,,,,,,,,"07-11",5
"15679 - DCVT - DCVT - Dead Creek WMA","DCVT",15679,"15679U","DCVT","Dead Creek WMA","S","+","Addison","Addison","VT","5","44 05 01","-073 21 09","01S","Web - Google E.","NAD83",44.08361,-73.3525,"x",67,18,13,"agricultural/clayplain oak-hickory for.",,,,,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",,,"07-17,20-",14
"15680 - TUCK - TUCK - Tuckernuck Island","TUCK",15680,"15680U","TUCK","Tuckernuck Island","P","+","Madaket","Nantucket","MA","5","41 18 11","-070 15 40","01S","-","-",41.30306,-70.26111,"-",10,9,30,,,,,,,,,,,,,"X",,"X","X","P","X","X","X","X",,,"X","X","X","X","X","X",,,,,,,"X","X","X","X","X","X","X","X","00,02-07,09-11,15-",18
"15681 - BMNC - JNST - Junco Nest","BMNC",15681,"15681U","JNST","Junco Nest","P","+","Java Center","Wyoming","NY","5","42 39 31","-078 16 46","01S","-","-",42.65861,-78.27944,"-",554,24,28,"mixed woodland - rural",,,,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","06-",17
"15682 - GRSM - RIBA - Richland Balsam","GRSM",15682,"15682U","RIBA","Richland Balsam","IP","+","Waynesville","Jackson","NC","5","35 22 02","-082 59 25","01S","web-topozone","NAD83",35.36722,-82.99028,"x",1951,23,28,"red spruce/Fraser fir",,,,,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",,,,,,,"07-15",9
"15683 - CTWD - NASF - Naugatuck State Forest","CTWD",15683,"15683U","NASF","Naugatuck State Forest","S","+","Naugatuck","New Haven","CT","5","41 27 46","-073 04 11","01S","GIS-MapSource","NAD83",41.46278,-73.06972,"x",200,12,30,"mixed woodland/riparian/utility r of way",,,,,,,,,,,,,,,,,,,,,"X","X","X",,,,,,,,,,,,,,,,,,,,"08-09",2
"15684 - MBOM - MBOM - McGill Bird Observatory","MBOM",15684,"15684U","MBOM","McGill Bird Observatory","P","+","Ste-Anne-de-Bellevue","N/A","QC","5","45 25 52","-073 56 20","01S","GPS","NAD83",45.43111,-73.93889,"x",39,18,13,"riparian with sumac,willow & hawthorn",,,,,,,,,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","09-",14
"15685 - AXIS - MABO - Maplewood Bog","AXIS",15685,"15685U","MABO","Maplewood Bog","FS","+","Westport","Frontenac","ON","5","44 35 41","-076 30 06","01S","Web - Google E.","NAD83",44.59472,-76.50167,"x",192,18,12,"mixed forest/wetland",,,,,,,,,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","09-",14
"15686 - AXIS - RRID - Rock Ridge","AXIS",15686,"15686U","RRID","Rock Ridge","FS","+","Westport","Frontenac","ON","5","44 33 06","-076 28 06","01S","Web - Google E.","NAD83",44.55167,-76.46833,"x",173,18,12,"mixed forest/wetland",,,,,,,,,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X",,,,,,,,,,,,,"09-12",4
"15687 - ARBO - ARB3 - U of T Arb & For Exp Sta3","ARBO",15687,"15596S","ARB3","U of T Arb & For Exp Sta3","S","+","Oak Ridge","Anderson","TN","5","36 00 29","-084 13 32","01S","GPS","NAD83",36.00806,-84.22556,"x",319,13,28,"oak/hickory forest",,,,,,,,,,,,,,,,,,,,,,,,,"X","X","?",,,,,,,,,,,,,,,,"10-11",2
"15688 - MOLT - HIND - Orono LT - Hinds Tract","MOLT",15688,"15688U","HIND","Orono LT - Hinds Tract","P","+","Orono","Penobscot","ME","5","44 53 42","-068 43 23","01S","Web - Google E.","NAD83",44.895,-68.72306,"x",44,27,14,"fir/pine uplands and beaver pond edge",,,,,,,,,,,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","10-19,21-",12
"15689 - AXIS - BLAK - Blue Lakes","AXIS",15689,"15689U","BLAK","Blue Lakes","FS","+","Sharbot Lake","Frontenac","ON","5","44 44 17","-076 38 53","01S","Web - Google E.","NAD83",44.73806,-76.64806,"x",200,28,12,"mixed forest/wetland",,,,,,,,,,,,,,,,,,,,,,,,,"X","X","X","X",,,,,,,,,,,,,,,"10-11",2
"15690 - WSED - BIXB - Bixby Hill","WSED",15690,"15690U","BIXB","Bixby Hill","P","+","Arcade","Cattaraugus","NY","5","42 29 59","-078 26 03","01S","GPS","NAD83",42.49972,-78.43417,"x",581,24,28,"mixed woodlands with open fields",,,,,,,,,,,,,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","11-",12
"15691 - JANY - JANY - Jamestown Audubon NY","JANY",15691,"15691U","JANY","Jamestown Audubon NY","P","+","Kiantone","Chautauqua","NY","5","42 01 10","-079 10 20","01S","Web - Google E","NAD83",42.01944,-79.17222,"x",380,24,13,"shrubby, swamp/mixed forest/field",,,,,,,,,,,,,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","11-",12
"15692 - ALFR - PINE - Alfred - Pine Hill","ALFR",15692,"15692U","PINE","Alfred - Pine Hill","P","+","Alfred","Allegany","NY","5","42 14 42","-077 47 02","01S","Web - Google E","NAD83",42.245,-77.78389,"x",635,24,28,"second growth hardwood/shrubby oldfield",,,,,,,,,,,,,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","X","X","X","X","X","X",,,"11-17",7
"15693 - NBNC - NBNC - N. Branch Nature Center","NBNC",15693,"15693U","NBNC","N. Branch Nature Center","P","+","Montpelier","Washington","VT","5","44 17 13","-072 34 26","01S","GPS","NAD83",44.28694,-72.57389,"x",164,28,14,"riparian woods bordering meadow",,,,,,,,,,,,,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","11-",12
"15694 - MARV - SKIF - KLT Skiff Mountain Pres.","MARV",15694,"15630S","SKIF","KLT Skiff Mountain Pres.","P","+","Kent","Litchfield","CT","5","41 46 14","-073 27 24","01S","Web - Google E.","NAD83",41.77056,-73.45667,"x",378,27,28,"northern transitional hardwood/field",,,,,,,,,,,,,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","11-19,22-",10
"15695 - HANA - HANA - High Acres Nature Area","HANA",15695,"15695U","HANA","High Acres Nature Area","P","+","Fairport","Monroe","NY","5","43 05 25","-077 22 33","01S","Web - Google E.","NAD83",43.09028,-77.37583,"x",150,16,13,"mxd hardwood/scrub shrubld/emergnt marsh",,,,,,,,,,,,,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","X",,,,,,,,"11-15",5
"15696 - RWPR - RWPR - Rushton Farm","RWPR",15696,"15696U","RWPR","Rushton Farm","P","+","Newtown Square","Chester","PA","5","39 59 05","-075 29 04","01S","Web - Google E.","NAD83",39.98472,-75.48444,"x",104,4,29,"mature hardwood, softwood,riparian coor.",,,,,,,,,,,,,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","11-",12
"15697 - MSHI - LAFA - Lafarge","MSHI",15697,"15697U","LAFA","Lafarge","FC","+","Mont-Saint-Hilaire","Monteregie","QC","5","45 31 52","-073 08 51","01S","GPS","NAD83",45.53111,-73.1475,"x",133,18,13,"deciduous woodland in rural environment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","12-",11
"15698 - BBBS - BBBS - Big Bald Banding Station","BBBS",15698,"15698U","BBBS","Big Bald Banding Station","AF","+","Erwin","Unicoi","TN","5","35 59 38","-082 29 02","01S","GPS","NAD83",35.99389,-82.48389,"x",1643,23,28,"mesic grassy bald ecotone w hardwood",,,,,,,,,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","X",,"X",,"X",,"X",,"X",,"X",,"09-",14
"15699 - TESS - TESS - Tessentee Bottomland Pres","TESS",15699,"15699U","TESS","Tessentee Bottomland Pres","P","+","Franklin","Macon","NC","5","35 04 10","-083 23 02","01S","Google Earth","NAD83",35.06944,-83.38389,"x",610,23,28,"mixed woodland/oldfield/shrub suc./rip.",,,,,,,,,,,,,,,,,,,,,,,,,"X","X","X","X","X","X","X",,"X",,"X",,"X",,"X",,"X",,"10-",13
"15700 - COWE - COWE - Cowee MAPS","COWE",15700,"15700U","COWE","Cowee MAPS","II","+","Franklin","Macon","NC","5","35 15 55","-083 25 06","01S","Web - Itouchmap","NAD83",35.26528,-83.41833,"x",610,23,28,"riparian corridor/grassland/tree & shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"X","X","X",,"X",,"X",,"X",,"X",,"X",,"12-",11
"15701 - CLDC - SWAT - Allegany State Park","CLDC",15701,"15701U","SWAT","Allegany State Park","S","+","Red House","Cattaraugus","NY","5","42 06 25","-078 45 30","01S","GPS","NAD83",42.10694,-78.75833,"x",420,24,28,"willow-rubus-riparian zone",,,,,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",,,,,,"07-16",10
"15702 - APBP - AKBW - APBPC Karner Barrens West","APBP",15702,"15702S","AKBW","APBPC Karner Barrens West","C","+","Guilderland","Albany","NY","5","42 43 06","-073 52 18","01S","ARC GIS","NAD83",42.71833,-73.87167,"x",103,13,13,"pitch pine - scrub oak barrens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","12-19",8
"15703 - APBP - AKRB - APBPC King's Road Barrens","APBP",15703,"15702S","AKRB","APBPC King's Road Barrens","P","+","Guilderland","Albany","NY","5","42 43 29","-073 52 38","01S","ARC GIS","NAD83",42.72472,-73.87722,"x",105,13,13,"pitch pine - scrub oak barrens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","12-19,21-",10
"15704 - KOFF - KSRA - Koffler Sci. Reserve A","KOFF",15704,"15704S","KSRA","Koffler Sci. Reserve A","FS","+","Newmarket","N/A","ON","5","44 01 29","-079 32 09","01S","Web - Google E.","NAD83",44.02472,-79.53583,"x",295,18,13,"marsh/dogwood thicket swamp/oldfield/for",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","X","X","X","X","13-19,21-",9
"15705 - KOFF - KSRB - Koffler Sci. Reserve B","KOFF",15705,"15704S","KSRB","Koffler Sci. Reserve B","FS","+","Newmarket","N/A","ON","5","44 02 02","-079 32 24","01S","Web - Google E.","NAD83",44.03389,-79.54,"x",302,18,13,"sugar maple for./pine plantation/oldfld",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","X","X","X","X","13-19,21-",9
"15706 - WCES - WCTD - Thomas Darling Preserve","WCES",15706,"15653S","WCTD","Thomas Darling Preserve","P","+","Blakeslee","Monroe","PA","5","41 06 38","-075 34 53","01S","Web - Google E.","NAD83",41.11056,-75.58139,"x",525,24,28,"Beech forest converted to GWWA habitat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"X","X",,,"X","X",,,,,"14,16",2
"15707 - HPSA - HPSA - Hunt-Parker Sanctuary","HPSA",15707,"15707U","HPSA","Hunt-Parker Sanctuary","P","+","Katonah","Westchester","NY","5","41 16 31","-073 39 16","01S","itouchmap","NAD83",41.27528,-73.65444,"x",130,12,30,"mixed deciduous forest/red maple swamp",,,,,,,,,,,,,,,,,,,,,,,"X","X","X",,"X",,"X",,"X",,"X",,"X",,"X",,"X",,"X",,"09-",14
"15708 - MING - MING - Mingo County Park Res Stn","MING",15708,"15708U","MING","Mingo County Park Res Stn","C","+","Venetia","Washington","PA","5","40 12 36","-080 01 15","01S","Web - Google E.","NAD83",40.21,-80.02083,"x",339,22,28,"mixed woodland/grassy county park",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","15-",8
"15709 - CROS - CROS - Crossways","CROS",15709,"CROSU","CROS","Crossways","P","+","Bluebell","Montgomery","PA","5","40 10 28","-075 16 02","01S","GPS","NAD83",40.17444,-75.26722,"x",84,10,29,"old mixed & successional for./mead./wetl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","15-",8
"15710 - MARV - TOPR - Tobin Preserve","MARV",15710,"15710U","TOPR","Tobin Preserve","P","+","Kent","Litchfield","CT","5","41 46 41","-073 23 32","01S","Web - Google E.","NAD83",41.77806,-73.39222,"x",342,27,14,"mixed oak-hemlock forest/vernal pools",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","15-19,22-",6
"15711 - MACP - MACP - MacPhail Woods","MACP",15711,"15668S","MACP","MacPhail Woods","FS","+","Orwell","Queens","PE","5","46 09 43","-062 49 36","01S","Web - Google E.","NAD83",46.16194,-62.82667,"x",33,28,14,"mixed woodland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"X","X","X","X","X","X",,,"15-17,19,21-",6
"15712 - SELK - SELK - Selkirk Road","SELK",15712,"15712U","SELK","Selkirk Road","FS","+","Iona","Queens","PE","5","46 03 29","-062 47 23","01S","Web - Google E.","NAD83",46.05806,-62.78972,"x",85,28,14,"mixed woodland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"X","X","X","X",,,"X","X","15-16,18,21-",5
"15713 - DUKE - DUBA - Duke Farms Barn & Wetlnds","DUKE",15713,"15713U","DUBA","Duke Farms Barn & Wetlnds","P","+","Hillsborough","Somerset","NJ","5","40 32 42","-074 37 27","01S","Web - Google E.","NAD83",40.545,-74.62417,"x",30,10,29,"field edges in reclaimed wetlands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"X","X","X","X","X","X","16-",7
"15714 - BOUS - BOUS - Bousson Env. Res. Reserve","BOUS",15714,"15714U","BOUS","Bousson Env. Res. Reserve","P","+","East Mead","Crawford","PA","5","41 35 59","-080 02 40","01S","Web - Google E.","NAD83",41.59972,-80.04444,"x",370,24,13,"mixed hardwoods in rural area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"X","X","X","X","X","X","16-18,20-",6
"15715 - BEHI - BEHI - Beech Hill","BEHI",15715,"BEHIU","BEHI","Beech Hill","P","+","Warwick","Franklin","MA","5","42 38 57","-072 18 51","01S","Web - Google E.","NAD83",42.64917,-72.31417,"x",326,27,14,"grassy fields/small orchard/hardwood for",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"X","X","X","X","X","X","16-18,21-",5
"15716 - OHBO - OHBO - Old Hemlock Bird Obs.","OHBO",15716,"15716U","OHBO","Old Hemlock Bird Obs.","P","+","Brandonville","Preston","WV","5","39 38 52","-079 36 59","01S","Web - Google E.","NAD83",39.64778,-79.61639,"x",590,24,28,"upland successional deciduous forest",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"X","X","X","X","X","X","16-",7
"15717 - MDSF - MDSF - Douglas State Forest","MDSF",15717,"15717U","MDSF","Douglas State Forest","S","+","Douglas","Worcester","MA","5","42 01 23","-071 46 08","01S","Web - Google E.","NAD83",42.02306,-71.76889,"x",186,12,30,"mixed hardwood upland/hemlock lowlands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"X","X","X","X","17-",6
"15718 - NRBO - WCBW - New River Bird Obs.","NRBO",15718,"15718U","WCBW","New River Bird Obs.","C","+","Fayetteville","Fayette","WV","5","38 01 04","-081 06 41","01S","Web-Google E.","NAD83",38.01778,-81.11139,"x",579,22,28,"mixed deciduous woodland, wetland, rip.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"X","X","X","X","17-",6
"15719 - DEWA - FTRD - Freeman Tract Road","DEWA",15719,"15719U","FTRD","Freeman Tract Road","IP","+","Bushkill","Monroe","PA","5","41 05 14","-074 58 33","01S","Web - Google E.","NAD83",41.08722,-74.97583,"x",100,24,28,"mixed woodland along major river",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"X","X","X","X","17-",6
"15720 - CUTL - NAVL - Cutler MAPS","CUTL",15720,"15720U","NAVL","Cutler MAPS","DN","+","Cutler","Washington","ME","5","44 39 39","-067 17 58","01S","Web - Google E.","NAD83",44.66083,-67.29944,"x",17,28,14,"oldfield/wetland/conifer & decid forest",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"X","X","X",,"X",,"X",,"15-",8
"15721 - MDSF - FARM - Foxfire Farm","MDSF",15721,"15721U","FARM","Foxfire Farm","P","+","Uxbridge","Uxbridge","MA","5","42 04 51","-071 39 03","01S","Web - Google E.","NAD83",42.08083,-71.65083,"x",98,12,30,"horse pasture, wildflower meadow,wetland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"X","X","18-",5
"15722 - CIES - NLOW - CIES North Lowlands","CIES",15722,"15722U","NLOW","CIES North Lowlands","P","+","Washington","Dutchess","NY","5","41 47 45","-073 45 05","01S","Web - Google E.","NAD83",41.79583,-73.75139,"x",91,13,13,"riparian corridor/ upland forest",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"X","X","18-19,21-",4
"15723 - PINF - TNCA - North Carolina Arboretum","PINF",15723,"15723U","TNCA","North Carolina Arboretum","AF","+","Asheville","Buncombe","NC","5","35 29 26","-082 36 17","01S","Web - Google E.","NAD83",35.49056,-82.60472,"x",610,23,28,"temperate mixed mesophytic forest",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"X","X","18-",5
"15724 - HSB1 - TUTI - HSB TUTI Banding","HSB1",15724,"15724U","TUTI","HSB TUTI Banding","FS","+","Chateauguay","N/A","QC","5","45 23 30","-073 45 39","01S","www.latlong.net","NAD83",45.39167,-73.76083,"x",23,18,13,"opening between two mature forests",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"X","X","X","X","17-18",2
"15725 - UNCO - UNCO - Ungers Corner","UNCO",15725,"15725U","UNCO","Ungers Corner","FR","+","St. Williams","Norfolk","ON","5","42 42 04","-080 24 48","01S","Web - Google E.","NAD83",42.70111,-80.41333,"x",217,16,13,"successional & mature decid forest/ag",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"X","X","X","X","X","X","16-",7
"15726 - NPNY - MHBF - Mohonk Brook Farm","NPNY",15726,"15726U","MHBF","Mohonk Brook Farm","P","+","New Paltz","Ulster","NY","5","41 45 07","-074 08 20","01S","Web - Google E.","NAD83",41.75194,-74.13889,"x",372,13,28,"mixed woodland/pasture edge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"X","X","X","X","X","X","16-20",6
"15727 - NPNY - NPCF - SUNY New Paltz Campus For","NPNY",15727,"15727U","NPCF","SUNY New Paltz Campus For","S","+","New Paltz","Ulster","NY","5","41 43 53","-074 05 16","01S","Web - Google E.","NAD83",41.73139,-74.08778,"x",393,13,28,"mixed woodland/old apple orchard",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"X","X","X","X","X","X","16-20",6
"15728 - ENHP - ENHP - Edmund Niles Huyck Pres.","ENHP",15728,"15728U","ENHP","Edmund Niles Huyck Pres.","P","+","Rensselaerville","Albany","NY","5","42 31 27","-074 09 01","01S","GPS","NAD83",42.52417,-74.15028,"x",487,24,28,"Hardwood, shrub habitat along lake",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"X","X",,,,,,,"15",1
"15729 - FORI - FORI - Fort River","FORI",15729,"15729U","FORI","Fort River","IW","+","Hadley","Hampshire","MA","5","42 20 35","-072 33 58","01S","Web - Google E.","NAD83",42.34306,-72.56611,"x",36,12,30,"hardwood forest/early suc.shrub-scrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"X","X","X","X","X","X","16-",7
"15730 - FKSI - FKSI - Fresh Kills Park","FKSI",15730,"15730U","FKSI","Fresh Kills Park","C","+","Staten Island","Richmond","NY","5","-","-","-","-","-",99.99999,999.99999,"-",9999,9,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"X","X","X","X","X","H","16-",7
"15732 - ALFR - FSTR - Foster Lake","ALFR",15732,"15732U","FSTR","Foster Lake","P","+","Alfred","Allegany","NY","5","42 13 58","-077 49 18","01S","Web - Google E","NAD83",42.23278,-77.82167,"x",686,24,28,"mixed woodland with shrubby understory",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"X","X","18-",5
"15737 - APPA - SPRU - NA","APPA",15737,"15737U","SPRU",,,,"Cralisle",,"PA","5","-","-","-","-","-",99.99999,999.99999,"-",9999,0,0,"-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"X","X",,,"17",1
"16601 - DISM - DISM - Dismal Swamp 2","DISM",16601,"16601U","DISM","Dismal Swamp 2","IW","+","Suffolk","Suffolk","VA","6","36 43 00","-076 31 40","10S","-","-",36.71667,-76.52778,"-",6,3,27,"red maple/black gum",,"X","X","X","X","X","X","X","X","X","X","X",,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",,,,,,,,,"90-00,02-14",24
